Fecha,Año,Mes,MesNombre,Trimestre,Semana,DiaSemana,DiaSemanaNombre,DiaDelAño
2019-09-18,2019,9,September,3,38,3,Wednesday,261
2019-09-19,2019,9,September,3,38,4,Thursday,262
2019-09-20,2019,9,September,3,38,5,Friday,263
2019-09-21,2019,9,September,3,38,6,Saturday,264
2019-09-22,2019,9,September,3,38,7,Sunday,265
2019-09-23,2019,9,September,3,39,1,Monday,266
2019-09-24,2019,9,September,3,39,2,Tuesday,267
2019-09-25,2019,9,September,3,39,3,Wednesday,268
2019-09-26,2019,9,September,3,39,4,Thursday,269
2019-09-27,2019,9,September,3,39,5,Friday,270
2019-09-28,2019,9,September,3,39,6,Saturday,271
2019-09-29,2019,9,September,3,39,7,Sunday,272
2019-09-30,2019,9,September,3,40,1,Monday,273
2019-10-01,2019,10,October,4,40,2,Tuesday,274
2019-10-02,2019,10,October,4,40,3,Wednesday,275
2019-10-03,2019,10,October,4,40,4,Thursday,276
2019-10-04,2019,10,October,4,40,5,Friday,277
2019-10-05,2019,10,October,4,40,6,Saturday,278
2019-10-06,2019,10,October,4,40,7,Sunday,279
2019-10-07,2019,10,October,4,41,1,Monday,280
2019-10-08,2019,10,October,4,41,2,Tuesday,281
2019-10-09,2019,10,October,4,41,3,Wednesday,282
2019-10-10,2019,10,October,4,41,4,Thursday,283
2019-10-11,2019,10,October,4,41,5,Friday,284
2019-10-12,2019,10,October,4,41,6,Saturday,285
2019-10-13,2019,10,October,4,41,7,Sunday,286
2019-10-14,2019,10,October,4,42,1,Monday,287
2019-10-15,2019,10,October,4,42,2,Tuesday,288
2019-10-16,2019,10,October,4,42,3,Wednesday,289
2019-10-17,2019,10,October,4,42,4,Thursday,290
2019-10-18,2019,10,October,4,42,5,Friday,291
2019-10-19,2019,10,October,4,42,6,Saturday,292
2019-10-20,2019,10,October,4,42,7,Sunday,293
2019-10-21,2019,10,October,4,43,1,Monday,294
2019-10-22,2019,10,October,4,43,2,Tuesday,295
2019-10-23,2019,10,October,4,43,3,Wednesday,296
2019-10-24,2019,10,October,4,43,4,Thursday,297
2019-10-25,2019,10,October,4,43,5,Friday,298
2019-10-26,2019,10,October,4,43,6,Saturday,299
2019-10-27,2019,10,October,4,43,7,Sunday,300
2019-10-28,2019,10,October,4,44,1,Monday,301
2019-10-29,2019,10,October,4,44,2,Tuesday,302
2019-10-30,2019,10,October,4,44,3,Wednesday,303
2019-10-31,2019,10,October,4,44,4,Thursday,304
2019-11-01,2019,11,November,4,44,5,Friday,305
2019-11-02,2019,11,November,4,44,6,Saturday,306
2019-11-03,2019,11,November,4,44,7,Sunday,307
2019-11-04,2019,11,November,4,45,1,Monday,308
2019-11-05,2019,11,November,4,45,2,Tuesday,309
2019-11-06,2019,11,November,4,45,3,Wednesday,310
2019-11-07,2019,11,November,4,45,4,Thursday,311
2019-11-08,2019,11,November,4,45,5,Friday,312
2019-11-09,2019,11,November,4,45,6,Saturday,313
2019-11-10,2019,11,November,4,45,7,Sunday,314
2019-11-11,2019,11,November,4,46,1,Monday,315
2019-11-12,2019,11,November,4,46,2,Tuesday,316
2019-11-13,2019,11,November,4,46,3,Wednesday,317
2019-11-14,2019,11,November,4,46,4,Thursday,318
2019-11-15,2019,11,November,4,46,5,Friday,319
2019-11-16,2019,11,November,4,46,6,Saturday,320
2019-11-17,2019,11,November,4,46,7,Sunday,321
2019-11-18,2019,11,November,4,47,1,Monday,322
2019-11-19,2019,11,November,4,47,2,Tuesday,323
2019-11-20,2019,11,November,4,47,3,Wednesday,324
2019-11-21,2019,11,November,4,47,4,Thursday,325
2019-11-22,2019,11,November,4,47,5,Friday,326
2019-11-23,2019,11,November,4,47,6,Saturday,327
2019-11-24,2019,11,November,4,47,7,Sunday,328
2019-11-25,2019,11,November,4,48,1,Monday,329
2019-11-26,2019,11,November,4,48,2,Tuesday,330
2019-11-27,2019,11,November,4,48,3,Wednesday,331
2019-11-28,2019,11,November,4,48,4,Thursday,332
2019-11-29,2019,11,November,4,48,5,Friday,333
2019-11-30,2019,11,November,4,48,6,Saturday,334
2019-12-01,2019,12,December,4,48,7,Sunday,335
2019-12-02,2019,12,December,4,49,1,Monday,336
2019-12-03,2019,12,December,4,49,2,Tuesday,337
2019-12-04,2019,12,December,4,49,3,Wednesday,338
2019-12-05,2019,12,December,4,49,4,Thursday,339
2019-12-06,2019,12,December,4,49,5,Friday,340
2019-12-07,2019,12,December,4,49,6,Saturday,341
2019-12-08,2019,12,December,4,49,7,Sunday,342
2019-12-09,2019,12,December,4,50,1,Monday,343
2019-12-10,2019,12,December,4,50,2,Tuesday,344
2019-12-11,2019,12,December,4,50,3,Wednesday,345
2019-12-12,2019,12,December,4,50,4,Thursday,346
2019-12-13,2019,12,December,4,50,5,Friday,347
2019-12-14,2019,12,December,4,50,6,Saturday,348
2019-12-15,2019,12,December,4,50,7,Sunday,349
2019-12-16,2019,12,December,4,51,1,Monday,350
2019-12-17,2019,12,December,4,51,2,Tuesday,351
2019-12-18,2019,12,December,4,51,3,Wednesday,352
2019-12-19,2019,12,December,4,51,4,Thursday,353
2019-12-20,2019,12,December,4,51,5,Friday,354
2019-12-21,2019,12,December,4,51,6,Saturday,355
2019-12-22,2019,12,December,4,51,7,Sunday,356
2019-12-23,2019,12,December,4,52,1,Monday,357
2019-12-24,2019,12,December,4,52,2,Tuesday,358
2019-12-25,2019,12,December,4,52,3,Wednesday,359
2019-12-26,2019,12,December,4,52,4,Thursday,360
2019-12-27,2019,12,December,4,52,5,Friday,361
2019-12-28,2019,12,December,4,52,6,Saturday,362
2019-12-29,2019,12,December,4,52,7,Sunday,363
2019-12-30,2019,12,December,4,1,1,Monday,364
2019-12-31,2019,12,December,4,1,2,Tuesday,365
2020-01-01,2020,1,January,1,1,3,Wednesday,1
2020-01-02,2020,1,January,1,1,4,Thursday,2
2020-01-03,2020,1,January,1,1,5,Friday,3
2020-01-04,2020,1,January,1,1,6,Saturday,4
2020-01-05,2020,1,January,1,1,7,Sunday,5
2020-01-06,2020,1,January,1,2,1,Monday,6
2020-01-07,2020,1,January,1,2,2,Tuesday,7
2020-01-08,2020,1,January,1,2,3,Wednesday,8
2020-01-09,2020,1,January,1,2,4,Thursday,9
2020-01-10,2020,1,January,1,2,5,Friday,10
2020-01-11,2020,1,January,1,2,6,Saturday,11
2020-01-12,2020,1,January,1,2,7,Sunday,12
2020-01-13,2020,1,January,1,3,1,Monday,13
2020-01-14,2020,1,January,1,3,2,Tuesday,14
2020-01-15,2020,1,January,1,3,3,Wednesday,15
2020-01-16,2020,1,January,1,3,4,Thursday,16
2020-01-17,2020,1,January,1,3,5,Friday,17
2020-01-18,2020,1,January,1,3,6,Saturday,18
2020-01-19,2020,1,January,1,3,7,Sunday,19
2020-01-20,2020,1,January,1,4,1,Monday,20
2020-01-21,2020,1,January,1,4,2,Tuesday,21
2020-01-22,2020,1,January,1,4,3,Wednesday,22
2020-01-23,2020,1,January,1,4,4,Thursday,23
2020-01-24,2020,1,January,1,4,5,Friday,24
2020-01-25,2020,1,January,1,4,6,Saturday,25
2020-01-26,2020,1,January,1,4,7,Sunday,26
2020-01-27,2020,1,January,1,5,1,Monday,27
2020-01-28,2020,1,January,1,5,2,Tuesday,28
2020-01-29,2020,1,January,1,5,3,Wednesday,29
2020-01-30,2020,1,January,1,5,4,Thursday,30
2020-01-31,2020,1,January,1,5,5,Friday,31
2020-02-01,2020,2,February,1,5,6,Saturday,32
2020-02-02,2020,2,February,1,5,7,Sunday,33
2020-02-03,2020,2,February,1,6,1,Monday,34
2020-02-04,2020,2,February,1,6,2,Tuesday,35
2020-02-05,2020,2,February,1,6,3,Wednesday,36
2020-02-06,2020,2,February,1,6,4,Thursday,37
2020-02-07,2020,2,February,1,6,5,Friday,38
2020-02-08,2020,2,February,1,6,6,Saturday,39
2020-02-09,2020,2,February,1,6,7,Sunday,40
2020-02-10,2020,2,February,1,7,1,Monday,41
2020-02-11,2020,2,February,1,7,2,Tuesday,42
2020-02-12,2020,2,February,1,7,3,Wednesday,43
2020-02-13,2020,2,February,1,7,4,Thursday,44
2020-02-14,2020,2,February,1,7,5,Friday,45
2020-02-15,2020,2,February,1,7,6,Saturday,46
2020-02-16,2020,2,February,1,7,7,Sunday,47
2020-02-17,2020,2,February,1,8,1,Monday,48
2020-02-18,2020,2,February,1,8,2,Tuesday,49
2020-02-19,2020,2,February,1,8,3,Wednesday,50
2020-02-20,2020,2,February,1,8,4,Thursday,51
2020-02-21,2020,2,February,1,8,5,Friday,52
2020-02-22,2020,2,February,1,8,6,Saturday,53
2020-02-23,2020,2,February,1,8,7,Sunday,54
2020-02-24,2020,2,February,1,9,1,Monday,55
2020-02-25,2020,2,February,1,9,2,Tuesday,56
2020-02-26,2020,2,February,1,9,3,Wednesday,57
2020-02-27,2020,2,February,1,9,4,Thursday,58
2020-02-28,2020,2,February,1,9,5,Friday,59
2020-02-29,2020,2,February,1,9,6,Saturday,60
2020-03-01,2020,3,March,1,9,7,Sunday,61
2020-03-02,2020,3,March,1,10,1,Monday,62
2020-03-03,2020,3,March,1,10,2,Tuesday,63
2020-03-04,2020,3,March,1,10,3,Wednesday,64
2020-03-05,2020,3,March,1,10,4,Thursday,65
2020-03-06,2020,3,March,1,10,5,Friday,66
2020-03-07,2020,3,March,1,10,6,Saturday,67
2020-03-08,2020,3,March,1,10,7,Sunday,68
2020-03-09,2020,3,March,1,11,1,Monday,69
2020-03-10,2020,3,March,1,11,2,Tuesday,70
2020-03-11,2020,3,March,1,11,3,Wednesday,71
2020-03-12,2020,3,March,1,11,4,Thursday,72
2020-03-13,2020,3,March,1,11,5,Friday,73
2020-03-14,2020,3,March,1,11,6,Saturday,74
2020-03-15,2020,3,March,1,11,7,Sunday,75
2020-03-16,2020,3,March,1,12,1,Monday,76
2020-03-17,2020,3,March,1,12,2,Tuesday,77
2020-03-18,2020,3,March,1,12,3,Wednesday,78
2020-03-19,2020,3,March,1,12,4,Thursday,79
2020-03-20,2020,3,March,1,12,5,Friday,80
2020-03-21,2020,3,March,1,12,6,Saturday,81
2020-03-22,2020,3,March,1,12,7,Sunday,82
2020-03-23,2020,3,March,1,13,1,Monday,83
2020-03-24,2020,3,March,1,13,2,Tuesday,84
2020-03-25,2020,3,March,1,13,3,Wednesday,85
2020-03-26,2020,3,March,1,13,4,Thursday,86
2020-03-27,2020,3,March,1,13,5,Friday,87
2020-03-28,2020,3,March,1,13,6,Saturday,88
2020-03-29,2020,3,March,1,13,7,Sunday,89
2020-03-30,2020,3,March,1,14,1,Monday,90
2020-03-31,2020,3,March,1,14,2,Tuesday,91
2020-04-01,2020,4,April,2,14,3,Wednesday,92
2020-04-02,2020,4,April,2,14,4,Thursday,93
2020-04-03,2020,4,April,2,14,5,Friday,94
2020-04-04,2020,4,April,2,14,6,Saturday,95
2020-04-05,2020,4,April,2,14,7,Sunday,96
2020-04-06,2020,4,April,2,15,1,Monday,97
2020-04-07,2020,4,April,2,15,2,Tuesday,98
2020-04-08,2020,4,April,2,15,3,Wednesday,99
2020-04-09,2020,4,April,2,15,4,Thursday,100
2020-04-10,2020,4,April,2,15,5,Friday,101
2020-04-11,2020,4,April,2,15,6,Saturday,102
2020-04-12,2020,4,April,2,15,7,Sunday,103
2020-04-13,2020,4,April,2,16,1,Monday,104
2020-04-14,2020,4,April,2,16,2,Tuesday,105
2020-04-15,2020,4,April,2,16,3,Wednesday,106
2020-04-16,2020,4,April,2,16,4,Thursday,107
2020-04-17,2020,4,April,2,16,5,Friday,108
2020-04-18,2020,4,April,2,16,6,Saturday,109
2020-04-19,2020,4,April,2,16,7,Sunday,110
2020-04-20,2020,4,April,2,17,1,Monday,111
2020-04-21,2020,4,April,2,17,2,Tuesday,112
2020-04-22,2020,4,April,2,17,3,Wednesday,113
2020-04-23,2020,4,April,2,17,4,Thursday,114
2020-04-24,2020,4,April,2,17,5,Friday,115
2020-04-25,2020,4,April,2,17,6,Saturday,116
2020-04-26,2020,4,April,2,17,7,Sunday,117
2020-04-27,2020,4,April,2,18,1,Monday,118
2020-04-28,2020,4,April,2,18,2,Tuesday,119
2020-04-29,2020,4,April,2,18,3,Wednesday,120
2020-04-30,2020,4,April,2,18,4,Thursday,121
2020-05-01,2020,5,May,2,18,5,Friday,122
2020-05-02,2020,5,May,2,18,6,Saturday,123
2020-05-03,2020,5,May,2,18,7,Sunday,124
2020-05-04,2020,5,May,2,19,1,Monday,125
2020-05-05,2020,5,May,2,19,2,Tuesday,126
2020-05-06,2020,5,May,2,19,3,Wednesday,127
2020-05-07,2020,5,May,2,19,4,Thursday,128
2020-05-08,2020,5,May,2,19,5,Friday,129
2020-05-09,2020,5,May,2,19,6,Saturday,130
2020-05-10,2020,5,May,2,19,7,Sunday,131
2020-05-11,2020,5,May,2,20,1,Monday,132
2020-05-12,2020,5,May,2,20,2,Tuesday,133
2020-05-13,2020,5,May,2,20,3,Wednesday,134
2020-05-14,2020,5,May,2,20,4,Thursday,135
2020-05-15,2020,5,May,2,20,5,Friday,136
2020-05-16,2020,5,May,2,20,6,Saturday,137
2020-05-17,2020,5,May,2,20,7,Sunday,138
2020-05-18,2020,5,May,2,21,1,Monday,139
2020-05-19,2020,5,May,2,21,2,Tuesday,140
2020-05-20,2020,5,May,2,21,3,Wednesday,141
2020-05-21,2020,5,May,2,21,4,Thursday,142
2020-05-22,2020,5,May,2,21,5,Friday,143
2020-05-23,2020,5,May,2,21,6,Saturday,144
2020-05-24,2020,5,May,2,21,7,Sunday,145
2020-05-25,2020,5,May,2,22,1,Monday,146
2020-05-26,2020,5,May,2,22,2,Tuesday,147
2020-05-27,2020,5,May,2,22,3,Wednesday,148
2020-05-28,2020,5,May,2,22,4,Thursday,149
2020-05-29,2020,5,May,2,22,5,Friday,150
2020-05-30,2020,5,May,2,22,6,Saturday,151
2020-05-31,2020,5,May,2,22,7,Sunday,152
2020-06-01,2020,6,June,2,23,1,Monday,153
2020-06-02,2020,6,June,2,23,2,Tuesday,154
2020-06-03,2020,6,June,2,23,3,Wednesday,155
2020-06-04,2020,6,June,2,23,4,Thursday,156
2020-06-05,2020,6,June,2,23,5,Friday,157
2020-06-06,2020,6,June,2,23,6,Saturday,158
2020-06-07,2020,6,June,2,23,7,Sunday,159
2020-06-08,2020,6,June,2,24,1,Monday,160
2020-06-09,2020,6,June,2,24,2,Tuesday,161
2020-06-10,2020,6,June,2,24,3,Wednesday,162
2020-06-11,2020,6,June,2,24,4,Thursday,163
2020-06-12,2020,6,June,2,24,5,Friday,164
2020-06-13,2020,6,June,2,24,6,Saturday,165
2020-06-14,2020,6,June,2,24,7,Sunday,166
2020-06-15,2020,6,June,2,25,1,Monday,167
2020-06-16,2020,6,June,2,25,2,Tuesday,168
2020-06-17,2020,6,June,2,25,3,Wednesday,169
2020-06-18,2020,6,June,2,25,4,Thursday,170
2020-06-19,2020,6,June,2,25,5,Friday,171
2020-06-20,2020,6,June,2,25,6,Saturday,172
2020-06-21,2020,6,June,2,25,7,Sunday,173
2020-06-22,2020,6,June,2,26,1,Monday,174
2020-06-23,2020,6,June,2,26,2,Tuesday,175
2020-06-24,2020,6,June,2,26,3,Wednesday,176
2020-06-25,2020,6,June,2,26,4,Thursday,177
2020-06-26,2020,6,June,2,26,5,Friday,178
2020-06-27,2020,6,June,2,26,6,Saturday,179
2020-06-28,2020,6,June,2,26,7,Sunday,180
2020-06-29,2020,6,June,2,27,1,Monday,181
2020-06-30,2020,6,June,2,27,2,Tuesday,182
2020-07-01,2020,7,July,3,27,3,Wednesday,183
2020-07-02,2020,7,July,3,27,4,Thursday,184
2020-07-03,2020,7,July,3,27,5,Friday,185
2020-07-04,2020,7,July,3,27,6,Saturday,186
2020-07-05,2020,7,July,3,27,7,Sunday,187
2020-07-06,2020,7,July,3,28,1,Monday,188
2020-07-07,2020,7,July,3,28,2,Tuesday,189
2020-07-08,2020,7,July,3,28,3,Wednesday,190
2020-07-09,2020,7,July,3,28,4,Thursday,191
2020-07-10,2020,7,July,3,28,5,Friday,192
2020-07-11,2020,7,July,3,28,6,Saturday,193
2020-07-12,2020,7,July,3,28,7,Sunday,194
2020-07-13,2020,7,July,3,29,1,Monday,195
2020-07-14,2020,7,July,3,29,2,Tuesday,196
2020-07-15,2020,7,July,3,29,3,Wednesday,197
2020-07-16,2020,7,July,3,29,4,Thursday,198
2020-07-17,2020,7,July,3,29,5,Friday,199
2020-07-18,2020,7,July,3,29,6,Saturday,200
2020-07-19,2020,7,July,3,29,7,Sunday,201
2020-07-20,2020,7,July,3,30,1,Monday,202
2020-07-21,2020,7,July,3,30,2,Tuesday,203
2020-07-22,2020,7,July,3,30,3,Wednesday,204
2020-07-23,2020,7,July,3,30,4,Thursday,205
2020-07-24,2020,7,July,3,30,5,Friday,206
2020-07-25,2020,7,July,3,30,6,Saturday,207
2020-07-26,2020,7,July,3,30,7,Sunday,208
2020-07-27,2020,7,July,3,31,1,Monday,209
2020-07-28,2020,7,July,3,31,2,Tuesday,210
2020-07-29,2020,7,July,3,31,3,Wednesday,211
2020-07-30,2020,7,July,3,31,4,Thursday,212
2020-07-31,2020,7,July,3,31,5,Friday,213
2020-08-01,2020,8,August,3,31,6,Saturday,214
2020-08-02,2020,8,August,3,31,7,Sunday,215
2020-08-03,2020,8,August,3,32,1,Monday,216
2020-08-04,2020,8,August,3,32,2,Tuesday,217
2020-08-05,2020,8,August,3,32,3,Wednesday,218
2020-08-06,2020,8,August,3,32,4,Thursday,219
2020-08-07,2020,8,August,3,32,5,Friday,220
2020-08-08,2020,8,August,3,32,6,Saturday,221
2020-08-09,2020,8,August,3,32,7,Sunday,222
2020-08-10,2020,8,August,3,33,1,Monday,223
2020-08-11,2020,8,August,3,33,2,Tuesday,224
2020-08-12,2020,8,August,3,33,3,Wednesday,225
2020-08-13,2020,8,August,3,33,4,Thursday,226
2020-08-14,2020,8,August,3,33,5,Friday,227
2020-08-15,2020,8,August,3,33,6,Saturday,228
2020-08-16,2020,8,August,3,33,7,Sunday,229
2020-08-17,2020,8,August,3,34,1,Monday,230
2020-08-18,2020,8,August,3,34,2,Tuesday,231
2020-08-19,2020,8,August,3,34,3,Wednesday,232
2020-08-20,2020,8,August,3,34,4,Thursday,233
2020-08-21,2020,8,August,3,34,5,Friday,234
2020-08-22,2020,8,August,3,34,6,Saturday,235
2020-08-23,2020,8,August,3,34,7,Sunday,236
2020-08-24,2020,8,August,3,35,1,Monday,237
2020-08-25,2020,8,August,3,35,2,Tuesday,238
2020-08-26,2020,8,August,3,35,3,Wednesday,239
2020-08-27,2020,8,August,3,35,4,Thursday,240
2020-08-28,2020,8,August,3,35,5,Friday,241
2020-08-29,2020,8,August,3,35,6,Saturday,242
2020-08-30,2020,8,August,3,35,7,Sunday,243
2020-08-31,2020,8,August,3,36,1,Monday,244
2020-09-01,2020,9,September,3,36,2,Tuesday,245
2020-09-02,2020,9,September,3,36,3,Wednesday,246
2020-09-03,2020,9,September,3,36,4,Thursday,247
2020-09-04,2020,9,September,3,36,5,Friday,248
2020-09-05,2020,9,September,3,36,6,Saturday,249
2020-09-06,2020,9,September,3,36,7,Sunday,250
2020-09-07,2020,9,September,3,37,1,Monday,251
2020-09-08,2020,9,September,3,37,2,Tuesday,252
2020-09-09,2020,9,September,3,37,3,Wednesday,253
2020-09-10,2020,9,September,3,37,4,Thursday,254
2020-09-11,2020,9,September,3,37,5,Friday,255
2020-09-12,2020,9,September,3,37,6,Saturday,256
2020-09-13,2020,9,September,3,37,7,Sunday,257
2020-09-14,2020,9,September,3,38,1,Monday,258
2020-09-15,2020,9,September,3,38,2,Tuesday,259
2020-09-16,2020,9,September,3,38,3,Wednesday,260
2020-09-17,2020,9,September,3,38,4,Thursday,261
2020-09-18,2020,9,September,3,38,5,Friday,262
2020-09-19,2020,9,September,3,38,6,Saturday,263
2020-09-20,2020,9,September,3,38,7,Sunday,264
2020-09-21,2020,9,September,3,39,1,Monday,265
2020-09-22,2020,9,September,3,39,2,Tuesday,266
2020-09-23,2020,9,September,3,39,3,Wednesday,267
2020-09-24,2020,9,September,3,39,4,Thursday,268
2020-09-25,2020,9,September,3,39,5,Friday,269
2020-09-26,2020,9,September,3,39,6,Saturday,270
2020-09-27,2020,9,September,3,39,7,Sunday,271
2020-09-28,2020,9,September,3,40,1,Monday,272
2020-09-29,2020,9,September,3,40,2,Tuesday,273
2020-09-30,2020,9,September,3,40,3,Wednesday,274
2020-10-01,2020,10,October,4,40,4,Thursday,275
2020-10-02,2020,10,October,4,40,5,Friday,276
2020-10-03,2020,10,October,4,40,6,Saturday,277
2020-10-04,2020,10,October,4,40,7,Sunday,278
2020-10-05,2020,10,October,4,41,1,Monday,279
2020-10-06,2020,10,October,4,41,2,Tuesday,280
2020-10-07,2020,10,October,4,41,3,Wednesday,281
2020-10-08,2020,10,October,4,41,4,Thursday,282
2020-10-09,2020,10,October,4,41,5,Friday,283
2020-10-10,2020,10,October,4,41,6,Saturday,284
2020-10-11,2020,10,October,4,41,7,Sunday,285
2020-10-12,2020,10,October,4,42,1,Monday,286
2020-10-13,2020,10,October,4,42,2,Tuesday,287
2020-10-14,2020,10,October,4,42,3,Wednesday,288
2020-10-15,2020,10,October,4,42,4,Thursday,289
2020-10-16,2020,10,October,4,42,5,Friday,290
2020-10-17,2020,10,October,4,42,6,Saturday,291
2020-10-18,2020,10,October,4,42,7,Sunday,292
2020-10-19,2020,10,October,4,43,1,Monday,293
2020-10-20,2020,10,October,4,43,2,Tuesday,294
2020-10-21,2020,10,October,4,43,3,Wednesday,295
2020-10-22,2020,10,October,4,43,4,Thursday,296
2020-10-23,2020,10,October,4,43,5,Friday,297
2020-10-24,2020,10,October,4,43,6,Saturday,298
2020-10-25,2020,10,October,4,43,7,Sunday,299
2020-10-26,2020,10,October,4,44,1,Monday,300
2020-10-27,2020,10,October,4,44,2,Tuesday,301
2020-10-28,2020,10,October,4,44,3,Wednesday,302
2020-10-29,2020,10,October,4,44,4,Thursday,303
2020-10-30,2020,10,October,4,44,5,Friday,304
2020-10-31,2020,10,October,4,44,6,Saturday,305
2020-11-01,2020,11,November,4,44,7,Sunday,306
2020-11-02,2020,11,November,4,45,1,Monday,307
2020-11-03,2020,11,November,4,45,2,Tuesday,308
2020-11-04,2020,11,November,4,45,3,Wednesday,309
2020-11-05,2020,11,November,4,45,4,Thursday,310
2020-11-06,2020,11,November,4,45,5,Friday,311
2020-11-07,2020,11,November,4,45,6,Saturday,312
2020-11-08,2020,11,November,4,45,7,Sunday,313
2020-11-09,2020,11,November,4,46,1,Monday,314
2020-11-10,2020,11,November,4,46,2,Tuesday,315
2020-11-11,2020,11,November,4,46,3,Wednesday,316
2020-11-12,2020,11,November,4,46,4,Thursday,317
2020-11-13,2020,11,November,4,46,5,Friday,318
2020-11-14,2020,11,November,4,46,6,Saturday,319
2020-11-15,2020,11,November,4,46,7,Sunday,320
2020-11-16,2020,11,November,4,47,1,Monday,321
2020-11-17,2020,11,November,4,47,2,Tuesday,322
2020-11-18,2020,11,November,4,47,3,Wednesday,323
2020-11-19,2020,11,November,4,47,4,Thursday,324
2020-11-20,2020,11,November,4,47,5,Friday,325
2020-11-21,2020,11,November,4,47,6,Saturday,326
2020-11-22,2020,11,November,4,47,7,Sunday,327
2020-11-23,2020,11,November,4,48,1,Monday,328
2020-11-24,2020,11,November,4,48,2,Tuesday,329
2020-11-25,2020,11,November,4,48,3,Wednesday,330
2020-11-26,2020,11,November,4,48,4,Thursday,331
2020-11-27,2020,11,November,4,48,5,Friday,332
2020-11-28,2020,11,November,4,48,6,Saturday,333
2020-11-29,2020,11,November,4,48,7,Sunday,334
2020-11-30,2020,11,November,4,49,1,Monday,335
2020-12-01,2020,12,December,4,49,2,Tuesday,336
2020-12-02,2020,12,December,4,49,3,Wednesday,337
2020-12-03,2020,12,December,4,49,4,Thursday,338
2020-12-04,2020,12,December,4,49,5,Friday,339
2020-12-05,2020,12,December,4,49,6,Saturday,340
2020-12-06,2020,12,December,4,49,7,Sunday,341
2020-12-07,2020,12,December,4,50,1,Monday,342
2020-12-08,2020,12,December,4,50,2,Tuesday,343
2020-12-09,2020,12,December,4,50,3,Wednesday,344
2020-12-10,2020,12,December,4,50,4,Thursday,345
2020-12-11,2020,12,December,4,50,5,Friday,346
2020-12-12,2020,12,December,4,50,6,Saturday,347
2020-12-13,2020,12,December,4,50,7,Sunday,348
2020-12-14,2020,12,December,4,51,1,Monday,349
2020-12-15,2020,12,December,4,51,2,Tuesday,350
2020-12-16,2020,12,December,4,51,3,Wednesday,351
2020-12-17,2020,12,December,4,51,4,Thursday,352
2020-12-18,2020,12,December,4,51,5,Friday,353
2020-12-19,2020,12,December,4,51,6,Saturday,354
2020-12-20,2020,12,December,4,51,7,Sunday,355
2020-12-21,2020,12,December,4,52,1,Monday,356
2020-12-22,2020,12,December,4,52,2,Tuesday,357
2020-12-23,2020,12,December,4,52,3,Wednesday,358
2020-12-24,2020,12,December,4,52,4,Thursday,359
2020-12-25,2020,12,December,4,52,5,Friday,360
2020-12-26,2020,12,December,4,52,6,Saturday,361
2020-12-27,2020,12,December,4,52,7,Sunday,362
2020-12-28,2020,12,December,4,53,1,Monday,363
