id_producto,id_luminaria,tipo_led,marca,potencia_watts,vida_util_nominal,horas_operacion_dia
156,LED-00156,LED Tubo T8,Osram,18,40000,8
157,LED-00157,LED Tubo T8,Genérico A,18,40000,8
158,LED-00158,LED Tubo T8,Osram,18,40000,8
159,LED-00159,LED Tubo T8,Samsung,18,40000,8
160,LED-00160,LED Tubo T8,Genérico A,18,40000,8
161,LED-00161,LED Tubo T8,Genérico B,18,40000,8
162,LED-00162,LED Tubo T8,Genérico B,18,40000,8
163,LED-00163,LED Tubo T8,Osram,18,40000,8
164,LED-00164,LED Tubo T8,LG,18,40000,8
165,LED-00165,LED Tubo T8,Osram,18,40000,8
166,LED-00166,LED Tubo T8,Philips,18,40000,8
167,LED-00167,LED Tubo T8,Philips,18,40000,8
168,LED-00168,LED Tubo T8,Genérico A,18,40000,8
169,LED-00169,LED Tubo T8,Samsung,18,40000,8
170,LED-00170,LED Tubo T8,Philips,18,40000,8
171,LED-00171,LED Tubo T8,Genérico A,18,40000,8
172,LED-00172,LED Tubo T8,Philips,18,40000,8
173,LED-00173,LED Tubo T8,LG,18,40000,8
174,LED-00174,LED Tubo T8,Philips,18,40000,8
175,LED-00175,LED Tubo T8,Samsung,18,40000,8
176,LED-00176,LED Tubo T8,Samsung,18,40000,8
177,LED-00177,LED Tubo T8,Philips,18,40000,8
178,LED-00178,LED Tubo T8,Genérico B,18,40000,8
179,LED-00179,LED Tubo T8,Philips,18,40000,8
180,LED-00180,LED Tubo T8,Samsung,18,40000,8
181,LED-00181,LED Tubo T8,Osram,18,40000,8
182,LED-00182,LED Tubo T8,Osram,18,40000,8
183,LED-00183,LED Tubo T8,Genérico A,18,40000,8
184,LED-00184,LED Tubo T8,LG,18,40000,8
185,LED-00185,LED Tubo T8,Philips,18,40000,8
186,LED-00186,LED Tubo T8,Genérico A,18,40000,8
187,LED-00187,LED Tubo T8,Genérico B,18,40000,8
188,LED-00188,LED Tubo T8,Genérico B,18,40000,8
189,LED-00189,LED Tubo T8,Genérico A,18,40000,8
190,LED-00190,LED Tubo T8,Genérico A,18,40000,8
191,LED-00191,LED Tubo T8,Philips,18,40000,8
192,LED-00192,LED Tubo T8,Genérico A,18,40000,8
193,LED-00193,LED Tubo T8,Genérico A,18,40000,8
194,LED-00194,LED Tubo T8,Osram,18,40000,8
195,LED-00195,LED Tubo T8,Philips,18,40000,8
196,LED-00196,LED Tubo T8,Genérico A,18,40000,8
197,LED-00197,LED Tubo T8,Philips,18,40000,8
198,LED-00198,LED Tubo T8,Osram,18,40000,8
199,LED-00199,LED Tubo T8,Philips,18,40000,8
200,LED-00200,LED Tubo T8,Philips,18,40000,8
201,LED-00201,LED Tubo T8,Osram,18,40000,24
202,LED-00202,LED Tubo T8,Genérico B,18,40000,24
203,LED-00203,LED Tubo T8,Osram,18,40000,24
204,LED-00204,LED Tubo T8,Osram,18,40000,24
205,LED-00205,LED Tubo T8,Osram,18,40000,24
206,LED-00206,LED Tubo T8,Philips,18,40000,24
207,LED-00207,LED Tubo T8,Philips,18,40000,24
208,LED-00208,LED Tubo T8,Philips,18,40000,24
209,LED-00209,LED Tubo T8,Osram,18,40000,24
210,LED-00210,LED Tubo T8,Osram,18,40000,24
211,LED-00211,LED Tubo T8,Philips,18,40000,24
212,LED-00212,LED Tubo T8,Philips,18,40000,24
213,LED-00213,LED Tubo T8,LG,18,40000,24
214,LED-00214,LED Tubo T8,Samsung,18,40000,24
215,LED-00215,LED Tubo T8,LG,18,40000,24
216,LED-00216,LED Tubo T8,Philips,18,40000,24
217,LED-00217,LED Tubo T8,Philips,18,40000,24
218,LED-00218,LED Tubo T8,Genérico B,18,40000,24
219,LED-00219,LED Tubo T8,Osram,18,40000,24
220,LED-00220,LED Tubo T8,LG,18,40000,24
221,LED-00221,LED Tubo T8,Samsung,18,40000,24
222,LED-00222,LED Tubo T8,Osram,18,40000,24
223,LED-00223,LED Tubo T8,LG,18,40000,24
224,LED-00224,LED Tubo T8,Philips,18,40000,24
225,LED-00225,LED Tubo T8,LG,18,40000,24
226,LED-00226,LED Tubo T8,LG,18,40000,24
227,LED-00227,LED Tubo T8,LG,18,40000,24
228,LED-00228,LED Tubo T8,Osram,18,40000,24
229,LED-00229,LED Tubo T8,Osram,18,40000,24
230,LED-00230,LED Tubo T8,Osram,18,40000,24
231,LED-00231,LED Tubo T8,LG,18,40000,24
232,LED-00232,LED Tubo T8,Samsung,18,40000,24
233,LED-00233,LED Tubo T8,LG,18,40000,24
234,LED-00234,LED Tubo T8,Samsung,18,40000,24
235,LED-00235,LED Tubo T8,LG,18,40000,24
236,LED-00236,LED Tubo T8,Samsung,18,40000,24
237,LED-00237,LED Tubo T8,LG,18,40000,24
238,LED-00238,LED Tubo T8,Genérico A,18,40000,24
239,LED-00239,LED Tubo T8,LG,18,40000,24
240,LED-00240,LED Tubo T8,Genérico A,18,40000,24
241,LED-00241,LED Tubo T8,Philips,18,40000,24
242,LED-00242,LED Tubo T8,Genérico B,18,40000,24
243,LED-00243,LED Tubo T8,Genérico A,18,40000,24
244,LED-00244,LED Tubo T8,Samsung,18,40000,24
245,LED-00245,LED Tubo T8,Samsung,18,40000,24
246,LED-00246,LED Tubo T8,Osram,18,40000,24
247,LED-00247,LED Tubo T8,Philips,18,40000,24
248,LED-00248,LED Tubo T8,LG,18,40000,24
249,LED-00249,LED Tubo T8,Genérico A,18,40000,24
250,LED-00250,LED Tubo T8,Philips,18,40000,24
251,LED-00251,LED Tubo T8,Samsung,18,40000,24
252,LED-00252,LED Tubo T8,Samsung,18,40000,24
253,LED-00253,LED Tubo T8,Samsung,18,40000,24
254,LED-00254,LED Tubo T8,LG,18,40000,24
255,LED-00255,LED Tubo T8,Samsung,18,40000,24
256,LED-00256,LED Tubo T8,LG,18,40000,24
257,LED-00257,LED Tubo T8,Osram,18,40000,24
258,LED-00258,LED Tubo T8,Osram,18,40000,24
259,LED-00259,LED Tubo T8,LG,18,40000,24
260,LED-00260,LED Tubo T8,Samsung,18,40000,24
261,LED-00261,LED Tubo T8,Genérico A,18,40000,24
262,LED-00262,LED Tubo T8,Genérico A,18,40000,24
263,LED-00263,LED Tubo T8,Samsung,18,40000,24
264,LED-00264,LED Tubo T8,Osram,18,40000,24
265,LED-00265,LED Tubo T8,LG,18,40000,24
266,LED-00266,LED Tubo T8,Osram,18,40000,24
267,LED-00267,LED Tubo T8,Genérico A,18,40000,24
268,LED-00268,LED Tubo T8,Philips,18,40000,24
269,LED-00269,LED Tubo T8,Osram,18,40000,24
270,LED-00270,LED Tubo T8,LG,18,40000,24
271,LED-00271,LED Tubo T8,Osram,18,40000,24
272,LED-00272,LED Tubo T8,Samsung,18,40000,24
273,LED-00273,LED Tubo T8,Philips,18,40000,24
274,LED-00274,LED Tubo T8,Osram,18,40000,24
275,LED-00275,LED Tubo T8,Genérico B,18,40000,24
276,LED-00276,LED Tubo T8,Genérico A,18,40000,24
277,LED-00277,LED Tubo T8,Osram,18,40000,24
278,LED-00278,LED Tubo T8,Genérico B,18,40000,24
279,LED-00279,LED Tubo T8,Genérico A,18,40000,24
280,LED-00280,LED Tubo T8,Samsung,18,40000,24
281,LED-00281,LED Tubo T8,Genérico A,18,40000,24
282,LED-00282,LED Tubo T8,Samsung,18,40000,24
283,LED-00283,LED Tubo T8,Osram,18,40000,24
284,LED-00284,LED Tubo T8,Osram,18,40000,24
285,LED-00285,LED Tubo T8,LG,18,40000,24
286,LED-00286,LED Tubo T8,LG,18,40000,24
287,LED-00287,LED Tubo T8,Genérico B,18,40000,24
288,LED-00288,LED Tubo T8,Samsung,18,40000,24
289,LED-00289,LED Tubo T8,Samsung,18,40000,24
290,LED-00290,LED Tubo T8,Philips,18,40000,24
291,LED-00291,LED Tubo T8,Osram,18,40000,24
292,LED-00292,LED Tubo T8,Philips,18,40000,24
293,LED-00293,LED Tubo T8,Osram,18,40000,24
294,LED-00294,LED Tubo T8,Samsung,18,40000,24
295,LED-00295,LED Tubo T8,Genérico A,18,40000,24
296,LED-00296,LED Tubo T8,Osram,18,40000,24
297,LED-00297,LED Tubo T8,Osram,18,40000,24
298,LED-00298,LED Tubo T8,Samsung,18,40000,24
299,LED-00299,LED Tubo T8,Philips,18,40000,24
300,LED-00300,LED Tubo T8,Philips,18,40000,24
301,LED-00301,LED Tubo T8,Genérico A,18,40000,24
302,LED-00302,LED Tubo T8,Philips,18,40000,24
303,LED-00303,LED Tubo T8,Genérico B,18,40000,24
304,LED-00304,LED Tubo T8,Genérico A,18,40000,24
305,LED-00305,LED Tubo T8,Philips,18,40000,24
306,LED-00306,LED Tubo T8,Samsung,18,40000,24
307,LED-00307,LED Tubo T8,Samsung,18,40000,24
308,LED-00308,LED Tubo T8,Samsung,18,40000,24
309,LED-00309,LED Tubo T8,Genérico A,18,40000,24
310,LED-00310,LED Tubo T8,LG,18,40000,24
311,LED-00311,LED Tubo T8,Genérico A,18,40000,24
312,LED-00312,LED Tubo T8,Genérico B,18,40000,24
313,LED-00313,LED Tubo T8,Samsung,18,40000,24
314,LED-00314,LED Tubo T8,Samsung,18,40000,24
315,LED-00315,LED Tubo T8,Osram,18,40000,24
316,LED-00316,LED Tubo T8,Philips,18,40000,24
317,LED-00317,LED Tubo T8,Genérico A,18,40000,24
318,LED-00318,LED Tubo T8,Philips,18,40000,24
319,LED-00319,LED Tubo T8,Genérico A,18,40000,24
320,LED-00320,LED Tubo T8,Genérico A,18,40000,24
321,LED-00321,LED Tubo T8,Genérico A,18,40000,24
322,LED-00322,LED Tubo T8,Samsung,18,40000,24
323,LED-00323,LED Tubo T8,Osram,18,40000,24
324,LED-00324,LED Tubo T8,LG,18,40000,24
325,LED-00325,LED Tubo T8,Genérico A,18,40000,24
326,LED-00326,LED Tubo T8,Philips,18,40000,24
327,LED-00327,LED Tubo T8,LG,18,40000,24
328,LED-00328,LED Tubo T8,LG,18,40000,24
329,LED-00329,LED Tubo T8,Philips,18,40000,24
330,LED-00330,LED Tubo T8,Genérico B,18,40000,24
331,LED-00331,LED Tubo T8,LG,18,40000,24
332,LED-00332,LED Tubo T8,Genérico A,18,40000,24
333,LED-00333,LED Tubo T8,Osram,18,40000,24
334,LED-00334,LED Tubo T8,Osram,18,40000,24
335,LED-00335,LED Tubo T8,Genérico A,18,40000,24
336,LED-00336,LED Tubo T8,Osram,18,40000,24
337,LED-00337,LED Tubo T8,Philips,18,40000,24
338,LED-00338,LED Tubo T8,Samsung,18,40000,24
339,LED-00339,LED Tubo T8,Osram,18,40000,24
340,LED-00340,LED Tubo T8,Samsung,18,40000,24
341,LED-00341,LED Tubo T8,Philips,18,40000,24
342,LED-00342,LED Tubo T8,Osram,18,40000,24
343,LED-00343,LED Tubo T8,Osram,18,40000,24
344,LED-00344,LED Tubo T8,LG,18,40000,24
345,LED-00345,LED Tubo T8,Samsung,18,40000,24
346,LED-00346,LED Tubo T8,Genérico B,18,40000,24
347,LED-00347,LED Tubo T8,Philips,18,40000,24
348,LED-00348,LED Tubo T8,Samsung,18,40000,24
349,LED-00349,LED Tubo T8,LG,18,40000,24
350,LED-00350,LED Tubo T8,LG,18,40000,24
351,LED-00351,LED Downlight,Genérico A,12,45000,24
352,LED-00352,LED Downlight,Osram,12,45000,24
353,LED-00353,LED Downlight,LG,12,45000,24
354,LED-00354,LED Downlight,LG,12,45000,24
355,LED-00355,LED Downlight,Samsung,12,45000,24
356,LED-00356,LED Downlight,Osram,12,45000,24
357,LED-00357,LED Downlight,Osram,12,45000,24
358,LED-00358,LED Downlight,Samsung,12,45000,24
359,LED-00359,LED Downlight,Osram,12,45000,24
360,LED-00360,LED Downlight,LG,12,45000,24
361,LED-00361,LED Downlight,Philips,12,45000,24
362,LED-00362,LED Downlight,Genérico B,12,45000,24
363,LED-00363,LED Downlight,Philips,12,45000,24
364,LED-00364,LED Downlight,LG,12,45000,24
365,LED-00365,LED Downlight,LG,12,45000,24
366,LED-00366,LED Downlight,Samsung,12,45000,24
367,LED-00367,LED Downlight,Genérico A,12,45000,24
368,LED-00368,LED Downlight,Philips,12,45000,24
369,LED-00369,LED Downlight,Osram,12,45000,24
370,LED-00370,LED Downlight,Samsung,12,45000,24
371,LED-00371,LED Downlight,Philips,12,45000,24
372,LED-00372,LED Downlight,Samsung,12,45000,24
373,LED-00373,LED Downlight,Genérico B,12,45000,24
374,LED-00374,LED Downlight,Genérico A,12,45000,24
375,LED-00375,LED Downlight,Philips,12,45000,24
376,LED-00376,LED Downlight,Samsung,12,45000,24
377,LED-00377,LED Downlight,Samsung,12,45000,24
378,LED-00378,LED Downlight,Philips,12,45000,24
379,LED-00379,LED Downlight,Osram,12,45000,24
380,LED-00380,LED Downlight,Philips,12,45000,24
381,LED-00381,LED Downlight,Osram,12,45000,24
382,LED-00382,LED Downlight,Samsung,12,45000,24
383,LED-00383,LED Downlight,Philips,12,45000,24
384,LED-00384,LED Downlight,Genérico A,12,45000,24
385,LED-00385,LED Downlight,Philips,12,45000,24
386,LED-00386,LED Downlight,Philips,12,45000,24
387,LED-00387,LED Downlight,LG,12,45000,24
388,LED-00388,LED Downlight,Philips,12,45000,24
389,LED-00389,LED Downlight,Osram,12,45000,24
390,LED-00390,LED Downlight,Osram,12,45000,24
391,LED-00391,LED Downlight,Genérico B,12,45000,24
392,LED-00392,LED Downlight,Samsung,12,45000,24
393,LED-00393,LED Downlight,LG,12,45000,24
394,LED-00394,LED Downlight,Genérico B,12,45000,24
395,LED-00395,LED Downlight,LG,12,45000,24
396,LED-00396,LED Downlight,LG,12,45000,24
397,LED-00397,LED Downlight,Philips,12,45000,24
398,LED-00398,LED Downlight,Philips,12,45000,24
399,LED-00399,LED Downlight,Osram,12,45000,24
400,LED-00400,LED Downlight,Samsung,12,45000,24
401,LED-00401,LED Downlight,Philips,12,45000,24
402,LED-00402,LED Downlight,LG,12,45000,24
403,LED-00403,LED Downlight,Genérico A,12,45000,24
404,LED-00404,LED Downlight,LG,12,45000,24
405,LED-00405,LED Downlight,Genérico A,12,45000,24
406,LED-00406,LED Downlight,Samsung,12,45000,24
407,LED-00407,LED Downlight,Osram,12,45000,24
408,LED-00408,LED Downlight,Philips,12,45000,24
409,LED-00409,LED Downlight,Genérico B,12,45000,24
410,LED-00410,LED Downlight,Philips,12,45000,24
411,LED-00411,LED Downlight,Genérico A,12,45000,24
412,LED-00412,LED Downlight,LG,12,45000,24
413,LED-00413,LED Downlight,Genérico B,12,45000,24
414,LED-00414,LED Downlight,Philips,12,45000,24
415,LED-00415,LED Downlight,Osram,12,45000,24
416,LED-00416,LED Downlight,Genérico B,12,45000,24
417,LED-00417,LED Downlight,Samsung,12,45000,24
418,LED-00418,LED Downlight,Philips,12,45000,24
419,LED-00419,LED Downlight,Genérico A,12,45000,24
420,LED-00420,LED Downlight,LG,12,45000,24
421,LED-00421,LED Downlight,Philips,12,45000,24
422,LED-00422,LED Downlight,Genérico A,12,45000,24
423,LED-00423,LED Downlight,Samsung,12,45000,24
424,LED-00424,LED Downlight,Genérico B,12,45000,24
425,LED-00425,LED Downlight,Genérico A,12,45000,24
426,LED-00426,LED Downlight,Philips,12,45000,24
427,LED-00427,LED Downlight,Samsung,12,45000,24
428,LED-00428,LED Downlight,Osram,12,45000,24
429,LED-00429,LED Downlight,Philips,12,45000,24
430,LED-00430,LED Downlight,Osram,12,45000,24
431,LED-00431,LED Emergencia,Genérico B,8,55000,24
432,LED-00432,LED Emergencia,Osram,8,55000,24
433,LED-00433,LED Emergencia,Osram,8,55000,24
434,LED-00434,LED Emergencia,Genérico A,8,55000,24
435,LED-00435,LED Emergencia,Osram,8,55000,24
436,LED-00436,LED Emergencia,Osram,8,55000,24
437,LED-00437,LED Emergencia,Genérico A,8,55000,24
438,LED-00438,LED Emergencia,Philips,8,55000,24
439,LED-00439,LED Emergencia,Osram,8,55000,24
440,LED-00440,LED Emergencia,Philips,8,55000,24
441,LED-00441,LED Emergencia,Genérico A,8,55000,24
442,LED-00442,LED Emergencia,LG,8,55000,24
443,LED-00443,LED Emergencia,Samsung,8,55000,24
444,LED-00444,LED Emergencia,Philips,8,55000,24
445,LED-00445,LED Emergencia,LG,8,55000,24
446,LED-00446,LED Emergencia,LG,8,55000,24
447,LED-00447,LED Emergencia,Philips,8,55000,24
448,LED-00448,LED Emergencia,Philips,8,55000,24
449,LED-00449,LED Emergencia,Osram,8,55000,24
450,LED-00450,LED Emergencia,Samsung,8,55000,24
451,LED-00451,LED Emergencia,Genérico B,8,55000,24
452,LED-00452,LED Emergencia,Genérico A,8,55000,24
453,LED-00453,LED Emergencia,Philips,8,55000,24
454,LED-00454,LED Emergencia,Philips,8,55000,24
455,LED-00455,LED Emergencia,Philips,8,55000,24
456,LED-00456,LED Emergencia,Samsung,8,55000,24
457,LED-00457,LED Emergencia,LG,8,55000,24
458,LED-00458,LED Emergencia,Samsung,8,55000,24
459,LED-00459,LED Emergencia,Samsung,8,55000,24
460,LED-00460,LED Emergencia,Osram,8,55000,24
461,LED-00461,LED Emergencia,Genérico B,8,55000,24
462,LED-00462,LED Emergencia,Samsung,8,55000,24
463,LED-00463,LED Emergencia,Osram,8,55000,24
464,LED-00464,LED Emergencia,Samsung,8,55000,24
465,LED-00465,LED Emergencia,Genérico A,8,55000,24
466,LED-00466,LED Emergencia,Genérico A,8,55000,24
467,LED-00467,LED Emergencia,Osram,8,55000,24
468,LED-00468,LED Emergencia,Osram,8,55000,24
469,LED-00469,LED Emergencia,Osram,8,55000,24
470,LED-00470,LED Emergencia,Genérico A,8,55000,24
471,LED-00471,LED Emergencia,Genérico B,8,55000,24
472,LED-00472,LED Emergencia,Genérico A,8,55000,24
473,LED-00473,LED Emergencia,Samsung,8,55000,24
474,LED-00474,LED Emergencia,Osram,8,55000,24
475,LED-00475,LED Emergencia,Osram,8,55000,24
476,LED-00476,LED Emergencia,Genérico A,8,55000,24
477,LED-00477,LED Emergencia,Philips,8,55000,24
478,LED-00478,LED Emergencia,Philips,8,55000,24
479,LED-00479,LED Emergencia,Philips,8,55000,24
480,LED-00480,LED Emergencia,LG,8,55000,24
481,LED-00481,LED Emergencia,Osram,8,55000,24
482,LED-00482,LED Emergencia,Genérico A,8,55000,24
483,LED-00483,LED Emergencia,Genérico B,8,55000,24
484,LED-00484,LED Emergencia,Genérico B,8,55000,24
485,LED-00485,LED Emergencia,Samsung,8,55000,24
486,LED-00486,LED Emergencia,Osram,8,55000,24
487,LED-00487,LED Emergencia,Genérico A,8,55000,24
488,LED-00488,LED Emergencia,Philips,8,55000,24
489,LED-00489,LED Emergencia,Philips,8,55000,24
490,LED-00490,LED Emergencia,Osram,8,55000,24
491,LED-00491,LED Emergencia,Genérico B,8,55000,24
492,LED-00492,LED Emergencia,Samsung,8,55000,24
493,LED-00493,LED Emergencia,Osram,8,55000,24
494,LED-00494,LED Emergencia,Osram,8,55000,24
495,LED-00495,LED Emergencia,Genérico A,8,55000,24
